"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A", "Event #"
216816,146636,179338,404.24,214.52,243.04,427.8,13.02,270.08,227.2,-22.4,1033.76,2705.1,1162.27,1345.92,479.36,71745.9,1.68,395.624,45.563,240.851,-105.585,-24.9056,270.759,280.917,-15.2392,862.108,2222.66,-297.612,112.632,-869.103,63524.7,820
171675,138208,124244,502.2,74.4,97.34,597.06,35.34,394.88,248.32,-19.2,906.67,2761.19,1415.74,1283.2,508.16,50399.4,1.683,489.914,-44.0555,78.7983,417.305,-47.2084,386.342,113.944,-35.8562,723.814,2348.48,152.945,471.223,-504.281,41708.7,823
210816,163420,148900,563.58,305.66,231.88,390.6,22.94,619.52,183.04,21.76,1237.53,3144.59,1400.83,1018.88,243.2,20215.7,1.707,550.573,177.763,216.766,-114.688,-9.49743,620.686,-10.0565,26.3274,1041.25,2567.44,-238.359,849.031,-576.292,10525.3,843
236299,168108,191214,654.72,211.42,238.7,531.96,95.48,165.76,272,54.4,1604.6,4344.49,2341.58,2264.32,867.2,111420,1.739,642.404,-20.9934,234.925,-14.4105,44.8605,163.19,390.513,56.5268,1326.21,3601.94,227.831,340.3,-1046.45,98069.4,856
243864,150053,191796,303.18,140.74,145.08,432.76,19.22,483.2,247.04,138.88,1059.32,2570.2,1313.5,1176.96,635.52,54913.3,1.74,291.468,25.8855,134.25,115.498,-31.5159,478.48,77.0398,119.835,898.839,2087.3,80.1022,255.778,-409.532,47102.8,858
149336,123548,155567,332.32,89.28,56.42,432.14,57.66,269.44,16.64,49.28,945.01,2374.95,943.59,882.56,535.68,50037.1,1.757,321.903,-0.871772,39.4398,350.77,-6.24582,261.758,-95.933,58.3042,794.733,1954.79,-75.6342,51.541,-253.929,42785.3,866
175609,137716,150400,402.38,193.44,316.2,1233.18,238.7,354.56,-64.64,24.32,1040.15,2867.69,1438.46,1374.08,752.64,59907.2,1.757,385.062,26.1986,287.267,580.074,79.0039,341.337,-147.42,67.7048,854.086,2406.73,-177.025,423.284,-774.32,50960,867
228015,174820,176853,416.64,151.9,176.7,734.7,32.24,352.64,187.52,10.88,939.33,2747.7,1716.78,645.76,271.36,19930.9,1.805,403.2,55.7761,152.868,354.61,-59.9578,344.52,74.5626,7.15302,759.242,2324.59,332.681,445.017,-492.689,11319.3,891
242590,176633,189784,592.1,214.52,122.14,350.3,110.36,-93.44,74.88,8.96,1282.26,3661.47,1870.85,1564.8,705.92,62383.4,1.862,583.063,67.0134,109.283,75.422,72.8581,-96.0691,173.707,10.8073,1045.42,3075.67,176.944,552.786,-399.443,50970,912
175899,134985,216151,755.16,318.68,409.82,1182.96,80.6,233.6,22.4,67.2,1181.44,3219.85,1498.81,954.88,708.48,47596.8,1.87,739.947,102.989,385.097,298.968,-60.8537,224.692,17.765,107.271,973.641,2661.93,-409.777,247.809,-731.175,37660.9,917
215958,156009,234970,621.24,277.14,120.28,488.56,73.78,395.52,-5.12,35.2,1013.17,3517.34,1829.67,554.88,134.4,15105.9,1.894,607.304,180.994,89.2572,255.847,13.6584,389.619,-152.526,58.3078,777.347,3080.23,139.912,518.455,-405.584,3771.54,930
184600,146389,134433,470.58,82.46,112.22,383.16,14.88,410.24,128.64,123.52,1039.44,2869.11,1246.76,1493.76,589.44,47515.5,1.905,459.951,-35.7502,104.448,154.31,-34.1087,405.091,-29.372,128.479,855.361,2395.33,-84.1113,752.215,-392.31,38508.8,944
164647,131586,175873,551.8,172.98,197.16,349.06,138.88,232.32,150.4,-18.56,781.71,2198.87,1181.44,716.16,262.4,26765.4,1.976,544.21,42.1701,193.113,-106.821,110.368,233.683,140.628,-28.2428,640.401,1821.23,-15.9915,336.638,-499.771,19967.3,979
225074,169124,188344,790.5,318.68,190.96,424.08,107.26,442.24,183.04,42.88,1585.43,3722.53,1713.23,1256.32,202.24,33628.8,2.026,776.024,163.572,169.846,21.9603,66.0716,440.244,91.6716,46.9573,1356.21,2965.5,-55.1393,849.322,-738.582,22367.9,1011
217124,153001,203545,914.5,298.84,101.06,349.68,86.18,197.12,171.52,-8.32,1087.72,3596.86,1315.63,1327.36,359.68,41011.2,2.034,903.711,145.756,76.0411,184.823,41.3959,193.079,138.347,-16.244,847.77,3084.92,-358.438,750.845,-491.587,29548.8,1018
230950,167603,208502,722.92,280.86,67.58,243.66,-40.92,149.76,0,0,1460.47,3937.66,1672.76,1593.6,199.68,64131.2,2.067,711.739,135.025,45.5664,148.99,-69.171,145.73,60.0513,52.6372,1209,3265.77,-42.0277,606.103,-821.857,51938.1,1036
131694,114792,109718,319.92,141.36,97.96,124.62,-14.88,127.36,52.48,-1.92,661.01,1956.76,1097.66,601.6,228.48,17319,2.083,314.864,70.5266,93.6677,-111.142,-19.6281,129.004,33.5193,5.01181,534.658,1656.8,124.658,388.984,-214.42,11164.1,1045
216936,160761,187411,574.12,172.36,110.98,282.72,58.28,481.92,104.96,-14.72,1308.53,3743.83,2092.37,950.4,484.48,27030.4,2.118,561.375,66.9805,97.7457,17.0442,32.3699,481.655,-104.087,-22.7762,1068.04,3161.77,372.69,663.854,-192.753,15298.8,1068
192819,150355,135755,473.68,138.26,169.88,199.02,99.2,347.52,199.04,42.24,939.33,2507.01,1288.65,1536,450.56,50494.1,2.121,465.993,-2.62891,173.198,-200.336,91.3058,349.927,152.23,35.4102,780.89,2060.85,10.6351,710.898,-615.194,42722.8,1071
215700,153521,160644,520.18,120.9,47.74,829.56,-6.2,302.72,192,116.48,937.2,2617.06,1338.35,1163.52,583.68,35755.5,2.142,505.059,32.7733,8.076,797.28,-134.618,285.249,2.28641,103.498,764.954,2186.7,235.127,622.702,-239.158,27539.5,1094
188251,146488,180804,380.68,127.1,78.12,166.16,34.72,362.88,186.88,17.92,1060.03,2737.05,1340.48,1122.56,474.88,50039,2.147,371.618,23.3852,72.0842,-8.09198,20.3824,362.465,78.9334,2.31824,887.535,2255.11,116.769,306.101,-357.885,41654.9,1096
232897,162617,166044,288.92,329.84,416.02,947.36,203.98,317.44,112.64,-21.12,915.19,2589.37,1677.02,1214.72,751.36,44869.1,2.15,275.602,161.049,400.052,-6.79995,107.642,315.915,84.7672,-13.0584,748.535,2175.91,-24.5761,520.357,-690.275,36798.7,1097
239197,155065,181735,846.92,264.12,164.92,471.2,-19.22,-60.8,124.16,4.48,1292.2,3498.88,1596.79,1445.12,592.64,79265.9,2.158,837.758,63.1498,149.488,128.927,-72.9412,-65.062,280.263,24.6616,1066.95,2880.28,-61.1805,93.3787,-713.841,68564.5,1101
213171,164024,244978,522.04,156.86,44.02,310,46.5,161.28,90.88,82.56,2034.15,6229.54,2801.66,1702.4,362.88,50462.7,2.173,506.495,56.0077,24.7981,253.955,3.95868,154.478,72.3551,101.765,1626.32,5359.58,121.254,1122.11,-598.054,30697.4,1113
208737,129056,219042,602.02,213.9,27.28,346.58,103.54,248.32,155.52,71.68,1300.72,3227.66,1732.4,1547.52,637.44,69011.8,2.174,589.195,84.5413,1.35025,313.64,55.9022,240.905,75.5677,58.4026,1097.32,2623.7,411.215,380.278,-401.824,59178.5,1115
182669,136392,135694,519.56,124,83.7,211.42,30.38,114.56,247.04,29.44,545.28,1645.07,690.12,306.56,3.2,8117.76,2.2,514.431,43.2487,74.9433,40.2522,6.72868,112.803,248.114,0.651801,436.598,1369.32,-110.596,242.307,-329.361,2998.97,1133
186342,148196,145432,579.08,412.3,124.62,466.86,55.18,232.32,277.76,-41.6,1040.15,3189.32,1848.13,613.12,111.36,10730.9,2.218,565.846,323.925,84.1208,216.684,2.16471,227.931,216.528,-71.7542,829.922,2711.28,306.017,601.857,-408.98,697.424,1147
112221,96627,122298,310,158.1,91.14,360.22,46.5,199.04,62.72,132.48,582.2,1628.03,642.55,346.24,208,14795.5,2.22,302.14,95.3224,73.5989,189.738,-1.9466,193.249,-19.6189,132.678,476.493,1362.25,-161.382,165.525,-204.562,9703.72,1148
230872,181968,130102,595.82,307.52,149.42,782.44,-4.34,421.76,255.36,-5.12,1267.35,3579.11,1692.64,1104.64,96.64,24234.2,2.251,578.71,200.077,106.801,529.652,-109.931,410.389,136.238,-1.87795,1034.2,2998.01,2.4338,882.037,-762.521,13035.9,1171
177760,148548,119207,404.24,257.92,158.72,633.02,336.04,231.68,117.12,110.72,1005.36,2499.2,1549.93,816,260.48,24272,2.263,390.257,160.684,128.733,295.577,259.141,223.721,61.5935,92.3136,847.508,2032.65,312.931,511.235,-518.611,16610.7,1175
237147,138517,243831,479.26,59.52,76.26,495.38,144.46,186.88,-92.16,-9.6,810.11,2258.51,1236.11,1043.2,533.12,37886.7,2.288,469.347,-41.0349,60.8922,342.893,76.5016,180.03,-180.906,12.2456,664.312,1891.98,219.857,456.64,-229.098,30810.2,1186
184224,138320,200496,711.76,218.86,135.78,296.98,77.5,462.08,69.12,53.12,1439.88,3954.7,1935.46,1739.52,627.84,66885.1,2.293,698.769,51.9836,124.381,0.627721,50.2661,460.717,-58.7253,71.4287,1187.63,3297.89,109.41,692.094,-575.771,54567.8,1189
164328,132259,145738,360.22,141.98,91.14,205.22,76.26,-17.28,137.6,-77.44,802.3,2097.34,685.86,843.52,255.36,37765.8,2.293,355.154,47.1759,84.7261,28.0044,53.9236,-17.518,225.349,-86.6702,668.888,1720.15,-299.852,222.87,-423.042,31388.1,1190
91509,80833,103529,470.58,248.62,114.7,105.4,-1.86,243.2,247.04,62.72,504.81,1626.61,803.72,121.6,138.88,5142.4,2.301,465.166,170.206,103.402,-157.371,-3.18104,245.137,167.955,26.3361,397.341,1378.96,-71.8182,109.413,-129.02,34.2716,1194
198936,149533,248353,698.12,321.78,415.4,1016.8,138.26,442.24,96.64,110.72,1356.81,3666.44,2134.97,1404.16,606.08,61708.2,2.36,681.421,95.0269,397.774,83.8971,30.2787,436.729,67.9754,149.304,1122.18,3033.6,26.6552,464.867,-1053.11,50367.6,1228
143115,92580,137561,1118.48,355.26,303.8,1150.72,183.52,-95.36,-7.04,-10.24,643.97,2857.75,2139.23,145.92,-48.64,2931.84,2.367,1104.89,172.318,261.356,491.771,43.9044,-107.155,144.607,26.2897,441.735,2532.81,460.222,309.433,-817.042,-6400.44,1231
236032,164772,231279,1990.2,603.26,455.7,1435.92,174.22,212.48,263.04,80,1229.72,3965.35,2180.41,693.76,451.84,20671.4,2.401,1970.7,275.04,400.983,463.976,2.39868,199.883,268.602,74.0587,962.67,3298.94,-128.63,545.445,-845.025,8214.57,1258
216410,139059,143376,479.88,129.58,76.88,189.72,-66.34,123.52,104.32,8.96,853.42,2203.84,1199.19,1235.84,246.4,54178.6,2.421,473.624,10.39,70.7346,25.574,-83.5967,121.772,160.441,32.8262,713.71,1796.21,202.281,316.982,-635.077,47438.4,1265
215736,184557,138015,1150.1,427.18,204.6,495.38,69.44,533.12,30.08,81.92,1756.54,4793.21,2829.35,996.48,224.64,17477.1,2.427,1131.95,252.58,171.242,30.0727,24.7983,530.548,-150.101,110.835,1451.18,3970.27,543.516,991.114,-550.546,2542.85,1268
156911,118797,222579,892.18,401.76,225.68,460.66,-46.5,519.68,315.52,39.04,1362.49,3498.17,1854.52,1059.84,332.16,37530.9,2.432,878.123,225.524,200.724,-34.9782,-87.7406,518.656,187.282,27.3177,1141.64,2838.09,92.5006,546.305,-651.561,26847.8,1272
171259,126984,205359,401.14,247.38,133.3,424.7,-13.02,78.08,-62.72,42.88,817.92,2452.34,1159.43,1065.6,339.84,46772.5,2.432,392.501,135.341,113.351,161.732,-63.6659,73.2316,-20.2273,90.649,657.412,2086.93,-68.4328,324.585,-541.624,39034.7,1273
205446,167825,221119,817.16,458.8,533.82,1555.58,151.28,399.36,385.92,53.76,1446.27,3856.72,2482.16,1457.92,880.64,42764.2,2.439,795.829,213.989,494.71,362.312,-27.9216,388.723,321.488,34.746,1197.94,3159.31,131.836,869.898,-925.995,30883.8,1276
181310,134688,163494,327.98,145.7,78.12,-217,76.26,5.76,165.76,-48.64,817.21,2088.82,775.32,989.44,506.24,45762.6,2.505,326.679,44.6001,89.597,-424.157,122.121,14.4134,228.305,-79.7645,687.597,1704.6,-208.81,187.554,-146.668,39442.5,1303
184625,134816,128084,551.8,178.56,140.12,493.52,168.64,65.28,91.52,44.16,685.15,2367.85,1171.5,840.96,325.12,27616.6,2.513,543.112,64.4267,122.698,202.396,107.621,59.9236,107.445,39.083,525.304,2049.06,-36.2911,454.927,-410.854,20023.5,1306
179416,142095,176887,372,104.16,220.72,367.04,140.74,357.12,-20.48,70.4,939.33,2360.04,1099.08,1070.08,675.2,40378.9,2.522,363.562,-27.0732,225.323,-151.064,109.087,358.51,-136.811,84.8032,793.081,1931.65,-182.323,440.491,-289.06,33114.6,1309
231450,138270,201987,549.94,238.7,146.94,602.02,3.72,672,244.48,130.56,1230.43,3600.41,1611.7,1788.8,930.56,69828.5,2.543,533.675,88.1893,121.204,320.226,-75.9638,663.685,-47.3521,116.147,995.792,3052.25,-93.0976,647.726,-392.648,58476.2,1320
184556,133420,213089,715.48,143.22,62,149.42,26.04,-24.96,-33.92,37.76,575.81,1628.03,934.36,536.96,136.96,19174.4,2.543,711.338,35.7276,53.3184,7.46671,12.7958,-26.2207,16.2953,58.172,470.567,1330.78,180.968,265.608,-253.343,14115.6,1321
236174,169153,206774,659.68,252.34,150.04,217,46.5,149.12,273.28,-3.2,937.91,2575.88,1216.23,1418.88,268.8,51929.6,2.555,652.54,97.3021,141.605,-109.13,33.2686,150.002,346.879,-14.3189,772.488,2111.88,-66.26,557.445,-750.679,43991.3,1326
154881,124204,132552,489.8,212.04,120.28,509.64,122.14,135.04,106.88,-37.76,800.17,2063.97,1333.38,408.96,20.48,8291.2,2.556,479.534,130.538,94.4335,256.746,60.653,129.703,99.0629,-40.9436,668.42,1681.1,326.629,388.001,-446.025,1978.74,1329
189914,149945,163630,488.56,167.4,113.46,378.82,-19.84,300.16,54.4,12.8,810.11,2361.46,1548.51,344.96,-86.4,7688.96,2.557,478.661,88.9636,95.4489,128.302,-60.7426,296.605,-11.145,36.7818,656.611,1989.46,403.063,374.55,-501.03,281.527,1330
230358,159235,220274,815.92,339.14,143.84,629.92,137.02,407.68,124.8,147.84,1182.86,3568.46,2073.2,1962.24,1460.48,74477.4,2.571,800.143,156.299,110.342,309.712,57.0157,399.717,-143.731,116.891,949.111,3026.88,374.564,693.903,101.815,63169.8,1337
212824,133905,244353,1554.34,417.26,391.22,577.22,136.4,-13.44,-47.36,-93.44,1850.97,4776.17,2314.6,1267.2,407.04,48345.6,2.573,1543.16,113.51,384.869,-326.019,97.5711,-8.30859,157.152,-38.7311,1550.72,3855.99,-202.049,634.651,-938.679,33805.4,1340
232294,179139,122239,652.24,263.5,91.76,394.32,-17.36,364.16,459.52,89.6,1293.62,3543.61,1665.66,782.72,154.88,23865,2.605,638.939,159.625,63.8091,229.246,-67.6775,357.838,348.099,37.0022,1064.65,2935.97,81.6019,520.098,-486.155,12920.3,1360
174694,141158,215731,515.84,412.92,372.62,907.06,94.86,235.52,150.4,94.08,1121.09,3182.22,1917.71,986.24,586.88,46667.5,2.608,501.521,232.693,346.635,70.4443,-0.737552,230.776,167.771,107.691,914.826,2665.64,37.0512,286.031,-749.939,36782,1361
228128,168473,191744,1133.36,403,417.88,347.82,-45.26,663.68,183.68,129.92,1562.71,5167.38,3213.46,1039.36,388.48,30288,2.609,1119.84,158.663,420.897,-684.194,-39.1837,673.261,59.3229,155.871,1223.35,4445.34,362.228,811.138,-797.948,13807,1362
195606,146205,166077,550.56,241.18,109.74,475.54,54.56,181.76,24.32,-85.12,919.45,2680.25,1227.59,947.84,467.2,50787.2,2.612,540.104,115.722,85.2608,272.292,-6.42875,176.943,-3.37836,-69.8148,744.49,2262.71,-40.4133,124.642,-412.65,42457.9,1364
137417,95744,197944,1267.9,364.56,251.72,575.98,20.46,49.92,31.36,-69.76,1192.09,3297.95,1548.51,558.72,36.48,21544.3,2.624,1257.76,155.241,229.51,36.6986,-37.9327,48.3549,144.103,-31.7663,979.545,2692.55,-170.448,361.602,-744.206,11414.2,1370
168677,131276,173940,658.44,249.86,114.08,287.06,186,209.28,71.04,-7.68,1006.07,2497.78,1313.5,362.24,-12.16,7580.8,2.626,648.512,150.845,94.1629,41.0259,158.777,208.117,36.3042,-13.325,849.81,2013.64,135.515,382.477,-400.332,-9.06018,1374
230760,153719,248787,1183.58,488.56,300.08,1233.8,243.04,1551.36,702.72,145.92,1314.21,4568.85,2198.87,770.56,518.4,19228.8,2.63,1153.28,292.897,236.587,657.4,82.0619,1536.74,11.4601,40.0181,1004.65,3961.59,-177.019,709.506,-612.974,4576.81,1379
199739,131137,174467,496,135.16,188.48,288.92,145.08,83.2,96,16.64,1117.54,2636.23,1304.98,1256.32,247.68,57729.9,2.637,488.865,-20.0793,191.798,-142.99,125.443,84.1805,230.424,35.3366,954.941,2101.04,-13.9871,300.785,-866.256,49825.8,1382
135307,96541,118970,380.68,156.24,285.82,282.72,59.52,15.36,-65.28,-65.92,188.15,542.44,392.63,-0.64,61.44,804.48,2.637,380.019,42.5726,296.63,-404.031,51.3169,22.6737,43.5645,-33.8117,154.775,426.586,-271.207,40.616,-401.586,-824.463,1384
147794,115029,215728,841.34,337.9,256.06,1060.82,52.7,373.12,15.36,37.12,1253.86,3066.49,2648.3,573.44,168.96,9089.28,2.638,822.374,193.136,210.772,479.795,-73.2839,361.542,-95.539,76.4267,1060.73,2463.98,1060.79,628.883,-656.536,-272.127,1385
168763,113690,239346,1231.32,504.68,298.22,605.12,190.96,592,235.52,-19.2,979.09,3341.26,1640.81,946.56,279.04,19446.4,2.67,1216.44,291.711,266.033,-37.7307,134.418,592.069,67.4853,-36.2059,755.999,2849.69,-241.955,802.05,-655.47,8777.25,1404
161773,126094,243449,499.1,281.48,264.12,291.4,62.62,500.48,87.04,55.68,1250.31,3607.51,1746.6,1899.52,623.36,84505.6,2.71,488.163,85.7021,264.707,-310.676,51.9155,504.304,46.2028,91.6991,1018.94,3045.63,-163.551,500.759,-938.609,73213,1422
183907,130181,148897,375.72,135.16,212.04,456.94,158.1,299.52,-135.68,-115.2,1016.72,2857.75,1552.77,1365.76,394.88,54538.9,2.712,365.68,-5.58068,209.168,-22.758,115.94,300.266,-136.321,-57.52,834.348,2409.35,58.5747,523.754,-763.857,45611.8,1423
181021,136572,168227,679.52,265.36,385.64,943.02,221.96,430.72,131.2,29.44,1300.01,3108.38,2501.33,923.52,558.72,29479,2.713,663.371,77.1792,369.781,15.8948,129.185,428.113,43.3821,32.7368,1107.52,2486.21,700.873,563.773,-687.645,20079.1,1424
163222,135348,151292,502.82,152.52,17.98,-1.24,70.06,208.64,338.56,-10.88,942.17,2399.09,1176.47,1086.08,266.88,43228.8,2.716,496.059,54.7055,9.99722,-37.7158,76.4412,209.244,314.139,-59.3579,790.648,1945.12,183.972,361.715,-391.371,35950.9,1428
190401,143673,118458,197.16,19.22,91.76,587.76,10.54,153.6,24.32,87.68,915.19,2352.94,1402.25,1288.32,504.32,46595.8,2.721,186.738,-62.3779,77.8189,401.325,-70.6721,143.644,-17.565,113.906,765.197,1948.33,341.928,535.882,-443.175,39291.9,1431
151757,127440,169825,585.28,284.58,152.52,343.48,90.52,300.16,-1.28,101.76,1115.41,2919.52,2125.74,408.32,220.16,10419.8,2.736,573.37,184.462,131.501,-36.763,63.8106,298.868,-106.613,114.382,931.413,2405.58,695.752,404.553,-261.235,1397.85,1446
165361,134142,195192,573.5,250.48,192.2,554.9,321.16,559.36,25.6,89.6,1019.56,2785.33,1664.95,1214.08,379.52,29097.6,2.772,558.439,121.327,169.74,130.417,261.267,555.179,-174.226,94.4312,842.007,2315.56,233.767,859.734,-547.491,20344.4,1472
187737,135473,150007,553.66,171.12,199.64,565.44,40.92,299.52,100.48,49.92,1368.88,3972.45,1608.15,1617.28,722.56,61673,2.772,541.138,11.6577,188.899,150.94,-27.3977,294.847,33.7675,66.6761,1111.31,3360.82,-328.119,667.669,-558.645,49203.8,1473
194237,150632,154464,514.6,270.94,137.02,378.82,-28.52,-39.04,-90.24,-101.76,941.46,2806.63,1522.95,1034.88,219.52,42907.5,2.783,506.641,149.727,117.711,90.7479,-67.3727,-40.8532,34.3388,-45.3302,758.543,2379.31,139.551,392.414,-617.121,34110.3,1481
231545,163117,242617,522.04,287.68,99.82,492.9,50.22,176.64,69.12,65.92,1192.09,3122.58,1459.76,1137.28,453.12,47600,2.823,509.42,172.917,68.9302,317.787,-15.0878,168.861,27.6727,77.5234,992.837,2577.93,42.2475,401.87,-433.754,37974.6,1496
130992,110221,109571,515.22,246.76,131.44,-52.08,89.9,163.84,-34.56,0,933.65,2241.47,1172.92,431.36,94.72,18671.4,2.825,510.014,143.812,130.377,-378.902,119.724,170.697,-21.9866,17.4379,797.115,1798.33,52.6414,216.37,-322.321,11907.8,1497
243505,161196,248063,750.2,358.36,224.44,557.38,-11.16,311.68,113.28,37.12,1452.66,4437.5,2480.03,1774.08,707.84,73538.6,2.834,735.753,163.988,201.835,57.8258,-66.7592,308.497,85.6228,65.0463,1162.17,3782.47,279.874,624.272,-731.723,59543.5,1505
167474,132852,151202,452.6,82.46,65.1,202.12,52.08,247.04,-61.44,9.6,955.66,2607.83,1201.32,1058.56,382.08,36286.1,2.864,444.502,-12.1425,59.1188,66.4875,29.119,245.35,-144.657,36.9098,789.763,2177.84,40.3019,528.065,-287.504,28142.2,1524
193169,150125,154656,533.2,267.84,99.2,278.38,134.54,488.32,65.92,213.12,1400.12,3861.69,1584.01,1050.24,328.96,25562.9,2.895,518.838,173.062,76.3377,95.157,101.439,483.625,-144.64,215.578,1153.42,3239.03,-170.571,814.508,-326.859,13433.5,1542
216606,152145,113755,389.98,176.7,81.84,70.68,86.18,212.48,278.4,-84.48,817.21,2383.47,1143.81,549.76,197.76,15932.8,2.895,383.541,103.442,74.5415,-119.894,88.2571,215.744,227.908,-131.894,663.107,2005.93,19.5149,369.544,-216.209,8535.76,1543
229550,174360,177020,1023.62,363.94,157.48,40.92,106.64,371.84,110.72,53.12,1349,3959.67,1552.06,1546.24,556.16,44301.4,2.898,1013.79,178.518,147.801,-306.488,120.484,376.807,4.00953,49.4681,1094.18,3318.65,-357.591,927.436,-362.811,31845.4,1547
147090,121312,128701,371.38,126.48,33.48,295.74,-49.6,147.84,55.68,-5.76,732.72,2379.21,1107.6,876.8,299.52,52490.2,2.898,363.534,35.6054,17.0352,262.02,-91.8419,142.174,52.333,14.1053,573.726,2060.15,65.9293,3.20901,-448.954,44972.6,1548
188321,146493,161762,848.16,337.28,189.72,464.38,26.66,266.88,92.8,1.28,1301.43,3375.34,1620.93,1706.24,451.2,54873,2.923,836.062,155.257,167.86,67.6138,-21.1595,264.238,80.8316,29.5542,1087.97,2748.29,-34.1144,857.692,-736.103,44471.1,1557
183135,137177,153834,458.18,107.88,96.72,171.12,52.08,95.36,126.08,-62.08,1070.68,2843.55,1502.36,1644.8,563.2,60190.7,2.928,451.425,-21.3801,96.4897,-59.9676,40.9976,96.4782,166.539,-61.0013,890.496,2346.21,204.235,633.671,-480.483,51424.1,1559
218474,162224,136525,397.42,254.82,430.9,1106.7,147.56,228.48,-81.28,-32,1075.65,2347.26,1642.94,1053.44,634.88,30860.8,2.928,383.755,84.5489,415.453,118.125,27.6314,224.355,-81.7406,20.3562,934.026,1838.98,92.139,634.397,-698.421,23841,1561
238227,148218,159809,380.68,189.72,59.52,182.9,148.8,340.48,172.16,147.2,1041.57,2913.84,1217.65,1333.76,101.76,58698.9,2.94,370.108,82.9914,45.0241,96.8148,128.072,335.93,150.533,150.297,853.438,2443.81,-72.0254,388.287,-841.978,49607.4,1568
163472,130413,177274,445.16,217.62,40.3,672.7,26.04,170.24,-30.08,85.12,974.83,2936.56,1052.22,1208.32,371.84,54092.8,2.958,431.471,122.323,0.0603459,693.437,-80.2232,154.983,-82.345,123.635,779.953,2511.46,-212.814,355.182,-536.311,44796.3,1580
209844,147063,127531,495.38,238.08,67.58,314.96,3.1,18.56,167.68,-98.56,746.92,2178.99,1183.57,920.32,257.92,39625,2.958,487.955,137.447,44.9427,190.634,-34.8863,15.3197,227.734,-105.443,604.022,1823.98,182.133,268.863,-439.22,32879.7,1581
149255,121756,88753,118.42,45.88,-45.26,261.64,51.46,250.24,112,-79.36,516.88,1160.14,688.7,460.8,209.28,19568.6,2.976,110.466,31.994,-66.5585,397.264,6.65573,243.907,-26.7329,-101.093,444.737,931.087,318.922,143.816,-67.7043,16111.4,1591
211060,159968,188833,714.24,248.62,125.86,112.22,73.16,503.68,49.28,30.08,1084.17,3303.63,1972.38,744.32,209.92,21831.7,3.022,703.456,127.764,115.133,-198.231,78.3647,506.844,-117.952,38.9975,870.151,2810.06,383.288,549.627,-358.142,11386.1,1612
191629,130724,154420,469.34,133.3,60.14,220.72,37.2,-62.72,54.4,21.76,825.73,2115.8,941.46,1072,362.24,52764.8,3.038,463.85,20.3693,51.2146,106.387,10.3073,-65.9397,155.878,33.5865,691.263,1722.35,8.96919,159.702,-441.864,46325.3,1618
174676,137846,168049,380.68,129.58,142.6,143.84,-9.92,187.52,-0.64,-25.6,834.96,2053.32,1227.59,1155.2,275.2,42080,3.058,375.185,14.6013,145.489,-201.209,-10.3287,190.685,26.3695,10.2064,708.358,1660.09,184.77,477.972,-561.143,35812.7,1624
170870,144564,170486,444.54,126.48,31,301.32,34.1,378.24,83.2,-39.68,1099.79,2978.45,1752.99,1211.52,182.4,27094.4,3.065,432.569,54.186,10.4883,249.659,-4.09044,373.572,-53.495,-28.2939,909.657,2482.84,493.796,891,-445.093,17784.4,1630
217731,146110,186912,476.78,209.56,81.22,-14.88,100.44,195.84,105.6,3.84,1306.4,4617.13,1839.61,329.6,147.2,14437.1,3.071,467.89,134.385,74.6687,-188.367,113.011,199.426,56.9605,-13.1024,998.089,4073.06,-292.865,341.25,-185.932,-375.714,1631
145088,122317,125200,393.08,78.12,200.26,153.14,-42.78,300.8,30.08,40.96,713.55,2059,1408.64,715.52,311.68,19565.4,3.079,388.164,-31.0983,212.455,-359.951,-37.683,306.258,-29.0287,64.6537,582.74,1728.45,247.93,481.316,-340.518,13089.5,1639
198311,161279,194301,574.12,341,160.58,183.52,149.42,498.56,234.24,-39.04,1366.04,3469.77,2065.39,1651.84,439.04,49159,3.103,561.364,198.946,144.987,-198.942,149.364,502.289,115.301,-57.4212,1149.64,2832.85,396.101,913.128,-618.016,38506.5,1655
141444,119934,129571,454.46,155,31,317.44,3.72,269.44,85.76,43.52,441.62,1792.75,829.28,563.2,95.36,16751.4,3.114,446.2,91.1689,7.75293,296.439,-43.184,262.894,-22.4198,47.2898,317.25,1595.3,9.29323,365.201,-292.394,10864.4,1666
220052,163870,167659,500.96,211.42,89.28,308.14,114.08,558.72,256,-3.2,1140.97,3322.8,1366.04,874.88,610.56,26138.9,3.115,487.94,120.449,68.9825,134.473,75.3631,556.638,-30.8458,-55.2266,925.856,2815.97,-152.937,558.112,-13.4531,15720,1667
190654,136736,127738,678.28,226.3,296.98,823.36,112.84,231.04,3.84,10.88,1219.07,3076.43,1292.2,1271.68,705.28,56654.1,3.116,665.694,33.3654,282.538,186.277,15.7778,225.73,-8.461,43.3193,1025.07,2501.44,-371.896,369.46,-638.803,47269,1668
