"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Event #", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A"
156831,131024,104992,287.68,93,66.34,203.98,24.8,78.72,-28.16,-120.32,704.32,2139.23,1032.34,1155.84,231.04,39486.7,3.036,808,281.971,11.6545,60.0942,72.1606,3.08223,78.1855,14.1024,-88.3868,564.853,1827.84,39.5993,535.574,-486.182,32726.3
163106,116456,141888,579.08,128.96,120.28,235.6,43.4,169.6,163.2,-20.48,682.31,2242.89,976.96,808.32,199.68,35318.4,3.076,819,573.13,6.08724,116.405,-21.5811,21.2497,169.444,182.064,-24.4371,532.999,1916.78,-141.701,260.727,-517.4,28237
160094,122053,122236,350.92,176.7,147.56,187.24,71.3,112.64,83.2,3.2,678.76,1860.91,1065.71,876.8,390.4,39817.6,3.089,824,345.685,66.2588,145.579,-164.928,63.0845,114.951,114.428,4.64673,560.303,1542.38,73.3668,210.789,-384.289,34082.4
240950,153857,134958,336.04,216.38,173.6,162.44,215.76,268.8,128.64,105.6,1096.24,2998.33,1527.21,1448.32,525.44,53807.4,3.111,830,327.205,87.8353,172.624,-249.726,214.821,271.49,106.741,96.282,906.03,2503.65,16.7545,587.122,-537.346,44470.4
209649,146445,157500,331.7,160.58,31,233.12,-12.4,54.4,63.36,-53.12,867.62,2050.48,1077.07,1271.68,339.2,51578.9,3.145,843,324.475,73.1426,14.425,189.87,-42.2795,50.6973,102.576,-37.1731,740.137,1645.54,221.365,385.656,-455.122,45392.6
182099,140165,170756,263.5,192.82,181.66,173.6,-12.4,203.52,152.32,113.28,949.98,2600.02,1231.14,1544.96,744.96,62841.6,3.17,853,257.155,61.531,184.802,-255.312,-17.1546,205.986,139.658,114.244,784.925,2170.65,-125.455,465.789,-402.042,54751.5
162444,134688,123222,399.28,279,78.12,19.84,45.88,226.56,99.2,-71.68,888.92,2926.62,1334.09,1086.72,334.08,39146.2,3.197,865,391.952,186.001,65.4818,-146.049,55.9008,230.078,61.0247,-74.1935,696.158,2538.49,-55.7377,506.551,-334.608,29825.6
188201,134213,198115,856.22,214.52,161.2,425.32,26.04,40.96,219.52,37.76,715.68,1952.5,1199.19,688,199.68,26353.3,3.23,880,849.295,61.7523,147.081,62.7121,-18.6884,37.9114,287.175,26.2592,588.946,1569.77,181.027,282.972,-512.596,20389.2
159970,120532,158749,601.4,227.54,92.38,518.32,39.68,67.84,139.52,-60.8,989.74,3055.13,1744.47,1300.48,211.2,44714.2,3.231,881,590.298,107.174,64.3539,349.46,-26.6114,60.5788,201.795,-47.8158,787.271,2597.1,340.515,627.254,-708.793,35080.3
185507,149249,183319,510.26,234.36,381.92,487.32,-7.44,117.76,-40.32,-46.72,872.59,2765.45,1515.14,1237.12,646.4,45495,3.249,886,504.409,44.224,392.122,-421.531,-35.8679,124.483,50.7413,4.72634,692.825,2363,-239.128,543.422,-628.533,36736.4
150614,120989,116639,582.8,182.9,143.84,518.32,48.36,-14.08,109.44,-51.84,628.35,2063.97,905.25,627.84,291.2,24846.1,3.253,891,575.663,67.7134,125.946,228.378,-17.3743,-18.8321,164.907,-52.7983,489.58,1760.25,-167.002,267.072,-373.375,18336.7
111816,86233,82589,328.6,114.7,265.98,460.04,-9.3,48,44.16,113.28,-43.31,75.97,219.39,-4.48,-60.16,579.84,3.253,895,326.882,13.2218,269.48,-154.342,-50.8105,47.7602,137.826,142.106,-51.5109,61.9043,-216.574,17.1117,-554.004,272.349
167577,104021,96221.5,236.22,208.32,217.62,874.2,55.18,180.48,561.92,-11.52,80.94,287.55,494.87,371.2,107.52,7048.32,3.253,896,227.374,128.946,188.069,420.93,-56.8238,170.912,555.601,-84.5554,56.7873,207.974,76.8998,233.228,-591.824,6230.94
172756,136848,157824,412.92,106.64,52.08,247.38,3.72,27.52,3.2,43.52,854.13,2355.07,1231.85,1092.48,165.76,45982.1,3.275,909,406.022,10.1236,41.6445,151.86,-26.655,22.9679,80.5053,77.9735,702.323,1962.32,199.252,353.68,-593.517,38657.7
199418,142168,163189,751.44,473.06,609.46,683.86,111.6,-23.68,161.28,98.56,1396.57,4191.84,1879.37,1428.48,723.2,62129.3,3.397,946,743.534,185.056,621.719,-739.674,76.8255,-14.0836,436.931,129.776,1125.42,3529.57,-821.166,485.478,-1107.77,49040.9
153789,130327,155924,464.38,202.74,169.88,298.22,76.26,80,238.72,3.84,962.76,2382.05,1389.47,1208.32,376.32,45053.4,3.426,957,457.189,70.0858,164.032,-100.556,54.2067,80.5958,314.188,-11.9996,813.609,1915.25,179.436,462.094,-589.736,37844.4
145760,113009,103427,295.12,129.58,203.36,130.2,-1.86,142.72,405.12,115.2,964.89,2141.36,905.25,558.72,15.36,14448.6,3.436,962,290.561,33.5393,212.917,-350.562,2.2806,146.619,473.044,76.649,835.193,1668.03,-245.273,394.728,-597.217,8116.39
222982,159673,147925,543.12,314.96,152.52,372,106.02,247.68,235.52,37.12,1138.13,2972.77,1530.76,1504,611.2,57964.2,3.437,963,531.95,170.3,132.063,41.832,68.897,245.529,197.456,15.7018,949.436,2437.49,86.8824,540.574,-500.888,48834
232804,147865,205614,762.6,246.76,202.12,757.02,89.9,314.88,719.36,39.04,1251.73,3214.17,1743.05,1452.8,556.8,47505.3,3.446,967,748.178,77.0418,175.763,328.557,-3.9676,306.548,662.182,-59.7248,1044.96,2589.09,177.316,676.474,-686.807,37758.5
180686,140673,168468,402.38,194.68,79.36,298.84,109.12,-6.4,-42.88,-23.04,691.54,1909.9,998.97,997.76,135.68,33851.5,3.45,968,395.457,104.623,61.8455,147.837,74.371,-9.83655,37.964,6.98882,568.535,1586.09,94.9039,473.014,-533.882,27897
225598,179141,158434,601.4,234.98,168.02,171.12,79.98,328.32,282.88,83.84,1432.07,3569.88,1784.23,926.08,469.12,33535.4,3.455,972,591.135,102.065,163.305,-234.339,76.8605,331.157,195.743,46.1707,1209.68,2899.61,84.0373,472.356,-319.068,22676.3
195530,149421,205269,324.88,224.44,269.08,196.54,7.44,224,-23.04,-119.04,1056.48,2869.82,1450.53,1119.36,448.64,33231.4,3.47,975,318.706,94.4293,276.948,-451.28,13.1603,233.114,-8.29164,-83.0331,876.757,2395.03,-163.502,669.943,-478.923,24325.2
157852,123579,188479,482.36,113.46,38.44,141.98,52.7,48.64,1.28,-1.92,930.81,2553.87,1138.84,1202.56,572.8,51804.2,3.498,983,476.05,6.08058,31.6145,64.9242,35.9024,47.1178,0.54008,5.97774,767.425,2128.02,40.0466,334.973,-194.392,43885.1
234190,164581,178780,695.64,260.4,128.96,589.62,-1.86,177.28,440.96,76.16,1360.36,3557.1,1800.56,1905.28,717.44,59488.6,3.526,997,682.344,106.138,101.2,334.678,-78.6431,168.592,404.715,31.001,1132.34,2904.56,182.321,927.365,-529.889,48538.5
98905.5,92349,104649,265.98,130.82,-13.64,31,29.76,44.8,-5.12,51.84,262.7,874.72,440.2,135.68,144,3249.28,3.531,998,262.674,107.027,-27.4375,72.2657,23.9946,42.9922,-61.813,45.1833,204.384,753.512,81.2872,120.336,113.725,440.078
154717,123744,143746,348.44,116.56,99.82,259.16,89.9,3.84,77.44,-110.72,844.9,1974.51,911.64,957.44,371.84,43882.2,3.572,1012,342.744,14.419,94.4685,41.8063,62.985,3.72141,151.656,-110.864,723.012,1575.09,-11.288,210.551,-404.125,38002.8
216753,162264,166338,1133.36,338.52,185.38,603.26,75.64,211.84,172.16,39.68,1287.94,3890.09,2262.06,1269.12,296.32,36133.8,3.579,1016,1119.41,147.848,155.488,202.67,8.32054,205.946,166.429,46.6471,1032.34,3264.4,375.346,816.962,-698.857,23894.2
212235,163264,221907,636.74,323.02,590.86,843.82,272.8,145.92,205.44,26.24,1272.32,3488.94,1806.95,1579.52,742.4,60179.8,3.618,1022,626.983,50.5365,604.893,-545.096,212.487,152.985,391.352,36.6019,1050.64,2875.35,-519.265,637.167,-1150.26,49432.1
182151,139660,227174,509.64,166.16,42.16,431.52,68.82,218.24,126.72,-45.44,1320.6,3875.89,1992.26,2098.56,915.2,95109.8,3.745,1070,496.692,18.385,20.3575,370.879,8.92899,211.031,78.0537,-45.2497,1067.49,3293.89,339.28,463.948,-495.307,82975.6
186840,152098,126669,423.46,108.5,97.96,56.42,-57.66,202.88,175.36,102.4,950.69,2289.75,1037.31,707.2,67.84,22666.9,3.765,1080,417.888,19.7015,99.6487,-169.601,-53.5605,204.005,168.364,103.928,809.108,1836.33,-25.7949,408.448,-452.714,15719.6
184137,136769,187204,269.08,150.66,120.28,439.58,-81.22,54.4,-82.56,-73.6,949.27,2563.1,1289.36,1314.56,432,56397.4,3.802,1090,260.85,45.7123,106.828,196.72,-134.648,50.2754,-21.6949,-14.9569,785.474,2144.73,65.0106,389.83,-570.682,48451
182298,141997,145672,357.74,151.9,53.32,40.92,134.54,129.92,144.64,30.08,750.47,1732.4,1062.87,967.04,194.56,43721.6,3.826,1099,352.057,58.904,47.8594,-89.6682,140.203,130.694,180.314,17.3455,644.154,1369.92,297.35,212.821,-487.089,38551.1
241809,171224,187537,1544.42,367.66,297.6,450.12,303.18,60.16,-3.2,100.48,1171.5,3956.12,2320.99,1287.04,444.8,39678.1,3.863,1113,1534.33,94.1981,288.123,-259.778,275.091,62.2387,97.2436,119.141,908.43,3359.79,201.122,774.869,-694.12,27057.9
152207,126805,122234,675.8,97.96,38.44,143.22,57.04,201.6,131.84,68.48,1008.91,2658.95,1520.11,670.72,170.24,19481,3.919,1133,667.65,1.97032,29.4911,46.7454,43.4067,199.465,67.393,56.2856,839.975,2176.56,395.371,451.615,-258.661,11286.3
232642,161125,159149,342.86,108.5,97.34,349.06,105.4,229.12,216.32,24.96,871.88,2459.44,1512.3,1370.88,599.68,51301.8,3.926,1136,333.669,2.32816,87.6478,121.67,65.9062,225.795,155.634,-0.547214,712.795,2061.78,365.345,507.8,-370.494,43632.3
241765,167084,204687,891.56,243.04,179.8,381.3,-60.76,52.48,128.64,51.2,1042.99,3248.25,1638.68,1211.52,178.56,36019.2,3.928,1138,883.45,75.2364,168.012,-10.6926,-97.1648,50.3074,226.203,79.8448,828.905,2740.54,13.1136,723.122,-733.228,25750.5
148172,126653,126442,609.46,198.4,201.5,554.9,107.26,146.56,187.52,140.8,864.78,2432.46,1539.99,999.68,247.68,34254.1,3.95,1148,599.546,55.7441,187.281,100.625,47.0682,141.17,225.959,141.185,706.651,2009.96,252.697,491.638,-699.42,26676
159303,137048,162995,482.98,246.14,241.8,246.76,-8.68,293.12,65.28,136.32,979.8,2700.13,1302.14,1061.76,441.6,33240.3,3.979,1161,475.442,107.093,242.195,-319.186,-17.4638,296.373,20.4548,158.721,808.726,2244.52,-192.429,595.538,-456.278,24799.2
166514,132069,155360,1050.28,351.54,336.66,906.44,150.66,168.32,-56.32,75.52,1006.07,3314.28,2300.4,894.08,675.84,28023.7,4.033,1186,1036.55,140.302,311.136,122.112,53.5462,163.274,-87.3197,106.638,785.568,2830.11,404.356,574.388,-420.702,17449.9
182358,143813,157386,573.5,277.76,119.04,176.7,6.2,99.84,-43.52,-135.68,754.73,2292.59,906.67,1199.36,316.16,45937.3,4.043,1191,567.589,148.077,106.185,-62.8277,-5.48073,102.073,6.37702,-98.5544,605.705,1938.29,-246.641,457.773,-498.546,38735.5
153246,119775,192178,626.82,195.3,199.64,358.98,46.5,204.8,131.2,12.16,1172.92,2805.92,1006.07,1198.08,439.04,49498.2,4.052,1193,618.427,34.6575,195.896,-70.3835,12.1923,204.858,147.42,21.3128,999.18,2241.42,-404.816,403.772,-599.791,41042.8
161178,126292,185310,333.56,213.9,36.58,112.22,-68.82,149.76,233.6,14.72,888.21,2115.09,1084.88,1248,250.88,45552.6,4.083,1202,326.519,130.668,20.7937,50.7339,-78.7728,147.86,241.408,6.14252,756.647,1693.36,180.91,475.301,-481.794,39161
236378,170682,203031,1086.86,306.9,244.9,187.86,-64.48,135.04,72.32,-15.36,1299.3,4183.32,2382.05,1696.64,254.72,46928.6,4.189,1235,1079.07,89.7658,245.016,-401.92,-56.3172,141.028,190.624,34.0615,1024.83,3559.27,234.068,1067.1,-896.668,33621.8
192464,152881,177001,440.2,129.58,17.98,220.72,-14.88,39.04,82.56,-23.68,543.15,1865.88,1368.17,309.12,-31.36,6050.56,4.207,1240,433.856,79.5696,-0.559659,180.144,-41.6557,35.32,89.2703,-22.5483,417.336,1615.14,552.751,312.664,-245.306,88.1077
218899,155464,218579,505.3,216.38,236.84,444.54,66.34,165.76,140.8,38.4,832.12,2709.36,1290.07,1203.84,583.68,49770.2,4.227,1249,497.42,60.2525,232.148,-90.061,24.7252,165.69,162.163,41.2316,652.722,2326.16,-211.941,400.897,-531.284,41175.6
186059,144325,171424,523.28,102.92,168.64,268.46,115.94,268.16,138.88,26.24,1165.11,3295.82,1386.63,1483.52,542.08,59190.4,4.258,1259,514.75,-49.8959,172.877,-109.879,93.8369,269.022,123.445,27.3774,953.441,2762.76,-218.155,535.25,-598.104,48921.2
206972,149776,105617,857.46,218.24,99.2,261.02,103.54,148.48,196.48,30.72,810.11,2453.76,1255.28,827.52,87.04,21847.7,4.269,1264,849.497,85.6593,83.1733,53.6072,77.1989,146.277,203.328,15.4459,648.709,2043.96,92.9977,554.351,-499.181,14148.9
210711,143778,202088,543.74,240.56,365.18,704.32,134.54,416,449.92,188.16,1302.85,2977.74,1776.42,1432.32,490.88,58910.7,4.355,1293,530.797,38.2586,362.044,-142.391,70.3386,413.968,453.819,158.459,1119.54,2339.6,71.1564,464.08,-1053.18,50027.8
113983,93621,149212,883.5,438.34,397.42,764.46,231.88,40.96,-32,4.48,634.74,2046.22,1496.68,308.48,319.36,9242.88,4.36,1295,874.216,243.826,377.601,-161.35,164.388,42.136,58.5789,26.282,499.607,1713.13,25.7584,278.663,-540.159,2808.61
188237,132114,190437,513.36,244.9,386.26,773.76,35.34,241.28,359.04,37.12,1320.6,3596.86,1856.65,1489.28,483.84,42670.1,4.376,1302,501.476,59.5561,382.015,-105.814,-39.5328,240.367,417.88,30.1492,1090.3,2974.07,-192.233,887.433,-956.632,31537.9
153391,129637,148455,1041.6,377.58,167.4,212.04,91.76,182.4,-74.24,67.2,702.19,2514.82,1138.84,261.76,85.12,11182.7,4.394,1307,1034.13,221.811,148.277,-151.77,80.4054,183.873,-94.4911,94.8096,533.639,2163.97,-208.139,223.294,-325.538,3115.45
185528,151465,116824,383.16,204.6,47.12,272.8,-16.12,150.4,27.52,7.04,976.25,2600.73,1444.14,1125.76,465.92,33561,4.422,1317,373.806,128.725,25.4759,180.578,-50.1873,146.462,-45.0814,18.0382,810.84,2160.7,305.397,629.337,-169.98,25468.1
232885,139835,218695,1197.22,494.14,274.66,850.64,73.16,108.8,903.04,223.36,1100.5,3373.92,2201.71,776.32,318.72,24422.4,4.429,1320,1182.63,286.27,232.048,242.817,-23.9688,98.9872,955.344,94.0701,873.579,2784.9,404.468,443.437,-716.75,13972.4
201091,155909,186292,861.18,246.76,125.86,378.2,130.2,283.52,123.52,67.84,1330.54,3762.29,2215.2,1782.4,484.48,48369.3,4.446,1330,848.267,84.3842,106.506,92.2767,92.2615,279.922,61.407,73.1632,1088.13,3133.7,480.141,1081.79,-586.703,36558.1
159638,129876,192663,549.32,208.32,352.16,396.8,44.64,143.36,417.28,154.24,937.91,2567.36,1552.77,1219.84,801.92,49244.2,4.467,1336,543.553,13.8383,365.508,-470.344,26.8422,148.556,472.746,106.959,774.179,2101.19,-29.3073,380.086,-492.544,41363.5
131059,108064,120417,608.84,203.36,248,799.8,53.94,-3.84,252.16,58.24,832.12,2434.59,1449.82,1143.68,332.16,42045.4,4.472,1340,598.896,42.9354,229.725,261.471,-41.5716,-11.8584,378.415,58.5438,671.086,2022.43,98.1465,474.544,-827.605,34466.3
247358,163454,250860,556.76,160.58,70.68,166.16,69.44,213.12,244.48,80.64,940.75,3051.58,1671.34,1449.6,392.96,55243.5,4.492,1345,548.281,34.4786,61.8389,7.77989,55.8899,211.133,233.932,62.4837,738.214,2619.58,281.242,553.502,-554.637,45540.6
219578,174207,193757,923.18,262.26,176.7,308.76,153.76,284.16,-1.28,65.92,1196.35,4047,2353.65,673.28,369.28,16140.8,4.513,1354,911.646,113.558,163.442,-121.969,132.736,285.102,-99.187,72.7466,927.989,3504.86,357.041,629.33,-248.27,3172.58
207744,158332,216637,513.98,217.62,150.66,349.68,55.8,174.72,281.6,-7.04,1301.43,3430.01,1520.82,1472,585.6,56192.6,4.53,1361,503.908,77.1135,139.537,25.8135,19.559,173.339,283.917,-32.3323,1083.32,2825.76,-99.5817,565.253,-511.386,45665
210818,158755,196267,620,236.22,185.38,707.42,115.94,219.52,64.64,134.4,1187.12,3268.13,1932.62,1383.68,650.88,49704.3,4.58,1382,605.968,86.3967,160.045,303.722,29.0626,210.664,4.62317,147.957,976.356,2720.48,329.521,623.594,-492.306,39501.8
219427,172457,176254,393.08,120.28,73.78,248,75.02,312.96,141.44,51.84,986.19,2579.43,1293.62,1238.4,579.2,43301.8,4.585,1385,383.683,23.1931,63.9688,86.1898,46.301,310.409,12.2881,35.9472,822.964,2129.61,140.116,543.762,-223.825,35322.7
193537,139988,167827,639.22,306.9,110.36,285.82,55.18,-5.12,409.6,98.56,834.96,1951.08,1040.86,541.44,395.52,21713.9,4.591,1388,632.061,195.839,88.2856,40.0128,25.0752,-7.84508,428.672,26.8259,712.688,1518.93,103.412,182.77,-136.499,15941.6
193558,144728,172416,1119.72,337.28,355.88,962.24,131.44,55.68,135.68,-46.72,998.26,3523.02,2066.1,1009.28,632.96,31034.2,4.608,1395,1107.28,109.756,332.6,158.109,24.7944,51.2299,191.258,-43.5358,760.02,3032.51,47.3421,626.568,-568.455,19782.8
236992,173180,241744,641.7,115.32,106.64,535.68,19.22,257.28,163.84,146.56,1536.44,4026.41,1757.96,1464.96,1100.16,60039.7,4.702,1423,628.336,-28.0535,91.0443,315.673,-56.133,248.958,-8.79069,122.58,1280.19,3328.5,-11.6518,504.885,7.33156,47614.4
194611,146540,149313,535.06,339.14,642.94,1661.6,141.98,76.16,158.08,1.92,900.28,2379.21,2574.46,1201.28,1048.32,46340.5,4.842,1472,519.691,87.7224,624.381,135.21,-34.8569,69.6464,272.299,23.7028,747.2,1933.43,672.918,456.053,-894.49,39072.3
180151,133428,197751,711.76,231.26,120.9,447.64,106.02,35.2,83.84,44.8,1019.56,2908.87,2000.78,1153.28,391.68,42714.2,4.879,1478,701.468,91.4161,99.6667,164.898,57.273,30.2262,133.733,51.4356,830.547,2423.38,630.68,498.076,-500.25,33644.9
214274,154225,198918,675.8,234.36,174.84,168.02,88.66,153.6,222.72,25.6,1071.39,3297.24,1378.82,1545.6,496.64,58526.7,4.944,1499,668.737,64.6926,174.035,-223.555,84.1991,156.514,275.693,14.1503,855.852,2792.51,-272.545,598.079,-623.708,48153
151183,122716,126794,496,140.12,49.6,137.64,-44.64,106.24,150.4,-61.44,756.86,2254.25,976.96,919.68,48.64,24830.7,4.947,1502,490.284,55.6578,39.4408,52.8678,-58.9598,105.33,176.475,-57.0776,609.64,1895.36,-34.3825,579.474,-471.649,17756.3
97689.2,79940,101632,388.12,194.68,75.64,197.78,0.62,-14.72,-49.92,-31.36,77.39,123.54,140.58,-37.12,-78.08,109.44,4.955,1507,385.818,137.915,60.3346,43.661,-19.9415,-15.6723,-6.1239,-10.4063,70.1072,57.0626,-19.0531,-21.7041,-198.106,-188.023
232622,145999,154722,375.1,202.12,115.32,233.12,-48.98,177.28,101.76,98.56,1052.22,3007.56,1399.41,1431.68,500.48,56692.5,5.014,1526,366.75,85.3793,105.971,-12.1004,-71.1416,175.247,97.0633,116.934,858.176,2535.99,-26.5715,511.945,-494.151,47262.4
228115,164164,140991,464.38,174.84,12.4,198.4,28.52,74.24,149.12,13.44,1077.78,2472.22,959.92,1215.36,347.52,53747.8,5.058,1539,456.177,75.8064,-5.70931,216.506,-1.17329,69.3705,171.086,7.62086,924.886,1961.78,-23.7819,299.322,-428.086,46358.3
203446,142857,168087,683.86,161.82,24.18,184.76,26.66,174.08,210.56,-10.88,766.09,2573.04,975.54,1326.08,366.72,52630.4,5.066,1542,676.539,36.7169,9.19208,177.807,-0.270975,170.371,190.379,-26.2607,593.277,2208.37,-138.396,446.075,-447.222,44447.2
196538,153484,169702,790.5,184.14,88.04,89.9,-10.54,55.68,5.12,-62.72,765.38,1940.43,745.5,566.4,150.4,17867.5,5.092,1555,786.317,63.53,81.8115,-99.5862,-13.0663,57.9529,30.224,-46.9195,643.906,1549.54,-167.715,336.048,-249.19,11976.2
141623,100085,211346,1233.18,417.88,193.44,673.94,37.82,40.32,0,62.08,866.91,2712.2,1267.35,624,253.44,16695,5.109,1563,1222.03,234.535,154.942,291.811,-45.8589,32.6471,18.0505,88.9917,686.374,2261.71,-149.662,477.212,-413.407,8137.97
163201,129841,125122,475.54,127.1,112.84,26.04,32.24,97.28,-54.4,-59.52,844.19,2166.92,1153.04,1116.16,268.8,46991.4,5.116,1566,471.436,3.19987,118.439,-250.432,46.7626,102.027,17.4773,-21.8981,709.305,1768.12,100.872,345.179,-524.857,40362.5
150291,124028,134690,603.26,148.8,105.4,470.58,81.22,39.04,5.12,-35.84,861.94,2450.21,1535.73,1049.6,438.4,42227.2,5.221,1601,594.339,23.8524,88.2866,238.189,23.8762,33.9517,34.093,-18.606,702.724,2044.26,387.534,378.49,-399.12,34602.2
202553,147050,152700,654.72,169.26,176.7,226.3,48.98,17.92,229.76,-71.04,1185.7,2918.81,1398.7,1516.8,513.28,63458.6,5.243,1611,648.708,-5.5472,180.009,-187.198,37.8609,21.0524,361.243,-80.2002,1003.61,2339.94,-27.0862,433.996,-660.632,54674.8
236167,173119,229439,950.46,361.46,177.94,553.66,4.34,267.52,208.64,-5.12,1698.32,4641.27,2673.86,1360,648.32,28419.2,5.278,1623,934.707,202.863,146.713,145.782,-55.1758,263.873,91.1354,-20.1651,1401.38,3847.76,499.203,1080.86,-263.357,13994.4
138395,103453,141870,380.06,229.4,47.74,115.32,-30.38,-12.8,62.08,-61.44,771.77,1966.7,732.72,331.52,353.92,20937.6,5.287,1626,374.989,163.731,31.6059,26.7356,-42.8415,-12.5969,61.2142,-72.2543,647.917,1609.57,-148.071,17.9016,41.7071,14988.1
175803,146035,195929,445.16,313.72,151.28,478.02,143.84,97.28,92.16,83.2,654.62,1828.25,1140.97,421.76,216.32,24255.4,5.302,1633,435.695,213.835,123.792,155.37,89.5907,92.2719,105.074,78.0533,535.633,1516.53,156.848,64.0355,-401.045,18609.9
181520,126865,242781,699.36,333.56,191.58,557.38,-22.94,50.56,108.16,34.56,1240.37,3378.18,1600.34,1213.44,592.64,42595.2,5.351,1646,688.278,181.349,166.419,152.861,-87.6758,45.8741,130.893,45.8504,1023.5,2795.33,-73.838,580.818,-398.955,32134.6
134413,111437,104117,424.7,21.7,115.94,258.54,33.48,34.56,66.56,35.84,788.81,2178.99,1115.41,892.8,203.52,36604.2,5.403,1662,419.613,-86.6598,119.883,-8.19095,7.90473,33.0866,147.259,53.5813,648.742,1807.63,67.1716,320.363,-545.493,29853.9
178917,148797,170093,619.38,238.08,262.26,378.2,-5.58,274.56,330.88,83.2,1440.59,3958.96,1481.06,1649.92,617.6,62507.5,5.445,1679,609.488,51.405,262.678,-198.849,-36.5138,275.763,343.822,70.1289,1187.35,3286.91,-541.247,663.438,-738.795,50252.8
198501,143193,161350,342.86,154.38,182.28,520.18,78.74,128,204.8,51.84,1097.66,2859.88,1564.13,1504,343.04,61847,5.454,1683,332.715,17.788,172.531,124.012,21.2063,123.132,297.159,61.2006,915.303,2351.99,145.206,480.941,-910.201,53067.8
150529,121374,116941,486.08,107.26,161.82,61.38,18.6,51.84,-14.08,-17.28,851.29,2033.44,1128.19,862.08,309.76,40613.1,5.47,1690,482.947,-25.1094,173.719,-345.72,32.8432,57.6689,77.2351,10.9509,727.117,1621.91,73.1315,197.275,-458.81,34506.3
177375,152693,161921,654.72,267.84,284.58,434.62,63.86,83.84,145.92,152.32,1318.47,3371.79,1814.76,753.92,299.52,15514.2,5.473,1694,645.363,118.569,279.681,-238.997,32.1809,84.8099,200.686,156.434,1106.85,2743.12,12.4903,664.301,-510.741,5161.73
174625,148896,132589,362.7,41.54,83.7,275.28,185.38,189.44,220.8,87.04,1028.08,2333.06,1067.84,697.6,168.96,18823.7,5.521,1711,354.171,-33.8657,78.951,93.2678,152.347,186.032,179.244,52.9702,884.828,1846.63,42.6851,468.1,-372.76,11826.2
168798,139980,123213,479.88,266.6,140.74,340.38,34.72,152.96,259.84,-80.64,1157.3,2650.43,1613.12,643.2,257.92,16030.7,5.53,1717,470.075,172.944,121.356,11.1863,4.1538,153.002,240.51,-112.199,994.75,2097.35,348.821,475.48,-309.47,8136.63
224312,170469,123197,399.28,244.28,308.14,1006.26,185.38,121.6,236.16,19.84,1275.16,3527.28,1752.28,608.64,408.96,15063.7,5.577,1729,384.262,123.389,281.83,341.25,62,113.059,240.5,-2.20297,1046.75,2950.26,-145.714,538.526,-548.87,4135.16
172894,148833,139821,673.94,209.56,124,270.32,107.26,240.64,-9.6,-8.32,994,3056.55,1799.14,644.48,207.36,15276.8,5.665,1752,664.197,99.8924,109.997,-22.8509,85.3941,240.681,-77.3977,5.51648,794.662,2602.18,326.573,557.077,-308.486,5605.4
194802,166118,218668,693.78,189.1,138.26,376.34,57.04,307.84,286.72,-53.76,1686.25,3916.36,1971.67,1508.48,458.24,51943,5.741,1772,680.855,37.2433,125.667,70.1484,18.7146,306.2,241.661,-73.8589,1445.21,3118.22,228.487,722.421,-619.83,40192.7
167259,131053,198939,427.18,375.72,243.04,589,100.44,135.68,123.52,30.08,1386.63,3592.6,1971.67,1439.36,740.48,68465.9,5.755,1780,414.169,214.186,220.09,45.669,40.8596,132.884,164.84,36.7041,1159.27,2963.78,135.529,315.818,-608.779,57472
204519,148396,169240,708.04,296.36,91.14,164.3,109.74,44.8,118.4,-47.36,1013.88,3236.18,1419.29,1273.6,311.04,45712,5.844,1813,700.114,160.331,73.897,-14.3568,97.5179,44.9925,184.601,-49.6747,800.242,2764.06,-93.9772,578.03,-507.992,35477
134130,82496,199557,1219.54,373.86,347.2,864.28,113.46,60.16,243.2,19.2,1197.77,4159.89,2018.53,1356.8,831.36,60577.3,5.85,1815,1207.1,108.53,326.799,96.9361,18.2198,56.0022,323.897,7.38321,917.07,3577.98,-255.599,415.642,-657.684,47360.8
107789,72388,82901.4,602.64,143.22,272.18,702.46,110.98,213.12,198.4,-25.6,683.73,2124.32,1537.15,448,80.64,9356.8,5.897,1833,593.104,7.68347,262.722,71.7277,37.2173,210.334,217.739,-28.6724,543.006,1785.41,262.814,420.328,-690.684,2696.57
240474,181122,222485,843.2,384.4,402.38,937.44,163.68,115.84,70.4,-33.92,1525.79,3770.81,1972.38,451.2,78.08,12359.7,5.925,1844,828.533,194.493,379.238,41.5239,66.9327,113.074,180.753,-3.05044,1289.55,3038.56,-142.285,477.105,-922.575,948.7
172953,144253,109108,1001.3,265.36,132.68,263.5,40.92,217.6,199.68,-36.48,1522.95,4033.51,2052.61,816.64,336.64,19507.8,5.931,1847,990.037,115.359,116.672,-44.7214,20.1226,218.364,137.904,-57.8218,1267.15,3305.39,211.352,671.542,-269.488,7117.16
